station_id,start_time,end_time,total_energy_kWh
EVITDLDC004,2025-11-23T21:05:00+00:00,2025-11-23T21:27:00+00:00,0.270000
EVITDLDC004,2025-11-23T20:50:00+00:00,2025-11-23T20:58:00+00:00,0.010000
EVITDLAC005,2025-11-23T17:01:00+00:00,2025-11-23T18:04:00+00:00,3.240000
EVITDLDC004,2025-11-23T15:53:00+00:00,2025-11-23T18:34:00+00:00,1.210000
EVITDLAC008,2025-11-23T11:20:00+00:00,2025-11-23T12:01:00+00:00,2.030000
EVITDLAC008,2025-11-23T09:43:00+00:00,2025-11-23T10:41:00+00:00,2.620000
EVITDLAC008,2025-11-23T07:45:00+00:00,2025-11-23T08:04:00+00:00,0.950000
EVITDLAC008,2025-11-22T23:46:00+00:00,2025-11-23T00:17:00+00:00,1.570000
EVITDLDC009,2025-11-22T23:20:00+00:00,2025-11-23T00:19:00+00:00,21.850000
EVITDLAC005,2025-11-22T22:57:00+00:00,2025-11-22T23:29:00+00:00,1.610000
EVITDLAC008,2025-11-22T20:36:00+00:00,2025-11-22T21:21:00+00:00,2.430000
EVITDLAC008,2025-11-22T20:27:00+00:00,2025-11-22T20:28:00+00:00,0.040000
EVITDLDC003,2025-11-22T18:20:00+00:00,2025-11-22T18:48:00+00:00,6.300000
EVITDLDC004,2025-11-22T14:58:00+00:00,2025-11-22T15:22:00+00:00,0.120000
EVITDLAC005,2025-11-22T10:37:00+00:00,2025-11-22T11:12:00+00:00,1.110000
EVITDLAC005,2025-11-22T10:36:00+00:00,2025-11-22T11:28:00+00:00,1.260000
EVITDLAC005,2025-11-22T04:44:00+00:00,2025-11-22T05:58:00+00:00,1.910000
EVITDLAC004,2025-11-22T02:38:00+00:00,2025-11-22T03:37:00+00:00,0.790000
EVITDLAC008,2025-11-21T22:14:00+00:00,2025-11-21T22:34:00+00:00,0.660000
EVITDLAC008,2025-11-21T20:53:00+00:00,2025-11-21T21:23:00+00:00,1.260000
EVITDLDC003,2025-11-21T19:56:00+00:00,2025-11-21T20:42:00+00:00,14.930000
EVITDLAC008,2025-11-21T19:53:00+00:00,2025-11-21T20:12:00+00:00,0.980000
EVITDLDC003,2025-11-21T18:41:00+00:00,2025-11-21T18:58:00+00:00,3.240000
EVITDLDC009,2025-11-21T16:33:00+00:00,2025-11-21T17:02:00+00:00,8.850000
EVITDLDC010,2025-11-21T16:25:00+00:00,2025-11-21T16:35:00+00:00,1.180000
EVITDLDC010,2025-11-21T00:22:00+00:00,2025-11-21T01:15:00+00:00,2.990000
EVITDLAC004,2025-11-20T20:46:00+00:00,2025-11-20T21:44:00+00:00,2.990000
EVITDLAC008,2025-11-20T19:48:00+00:00,2025-11-20T21:01:00+00:00,3.080000
EVITDLAC004,2025-11-20T19:25:00+00:00,2025-11-20T20:02:00+00:00,1.910000
EVITDLDC003,2025-11-20T18:01:00+00:00,2025-11-20T19:00:00+00:00,14.590000
EVITDLDC010,2025-11-20T16:50:00+00:00,2025-11-20T17:19:00+00:00,1.780000
EVITDLDC003,2025-11-20T13:35:00+00:00,2025-11-20T14:13:00+00:00,11.160000
EVITDLDC009,2025-11-20T02:20:00+00:00,2025-11-20T02:52:00+00:00,15.730000
EVITDLDC009,2025-11-20T01:32:00+00:00,2025-11-20T02:18:00+00:00,21.410000
EVITDLAC005,2025-11-19T18:17:00+00:00,2025-11-19T19:02:00+00:00,1.670000
EVITDLDC004,2025-11-19T18:01:00+00:00,2025-11-19T18:32:00+00:00,0.800000
EVITDLAC005,2025-11-19T16:05:00+00:00,2025-11-19T16:40:00+00:00,1.510000
EVITDLDC004,2025-11-19T15:52:00+00:00,2025-11-19T17:16:00+00:00,2.880000
EVITDLDC009,2025-11-18T21:44:00+00:00,2025-11-18T21:56:00+00:00,3.520000
EVITDLAC008,2025-11-18T21:39:00+00:00,2025-11-18T22:22:00+00:00,1.770000
EVITDLDC009,2025-11-18T20:50:00+00:00,2025-11-18T21:10:00+00:00,7.800000
EVITDLDC010,2025-11-18T20:04:00+00:00,2025-11-18T20:47:00+00:00,2.600000
EVITDLAC008,2025-11-18T20:01:00+00:00,2025-11-18T20:27:00+00:00,1.100000
EVITDLDC003,2025-11-18T18:53:00+00:00,2025-11-18T20:03:00+00:00,10.260000
EVITDLDC004,2025-11-18T16:50:00+00:00,2025-11-18T17:08:00+00:00,0.590000
EVITDLDC004,2025-11-18T16:25:00+00:00,2025-11-18T16:47:00+00:00,1.040000
EVITDLAC004,2025-11-18T16:14:00+00:00,2025-11-18T16:46:00+00:00,1.410000
EVITDLDC003,2025-11-18T13:27:00+00:00,2025-11-18T15:15:00+00:00,7.600000
EVITDLDC003,2025-11-18T12:49:00+00:00,2025-11-18T13:22:00+00:00,7.740000
EVITDLAC004,2025-11-18T02:24:00+00:00,2025-11-18T04:00:00+00:00,4.630000
EVITDLDC005,2025-11-17T11:46:00+00:00,2025-11-17T12:15:00+00:00,8.220000
EVITDLDC009,2025-11-16T17:30:00+00:00,2025-11-16T18:36:00+00:00,9.030000
EVITDLDC009,2025-11-16T16:50:00+00:00,2025-11-16T17:15:00+00:00,7.730000
EVITDLDC005,2025-11-16T16:26:00+00:00,2025-11-16T16:36:00+00:00,2.510000
EVITDLAC005,2025-11-16T10:50:00+00:00,2025-11-16T13:32:00+00:00,2.620000
EVITDLDC003,2025-11-16T09:03:00+00:00,2025-11-16T10:41:00+00:00,14.090000
EVITDLAC005,2025-11-15T17:14:00+00:00,2025-11-15T18:25:00+00:00,2.980000
EVITDLDC009,2025-11-15T11:09:00+00:00,2025-11-15T12:17:00+00:00,30.060000
EVITDLAC008,2025-11-15T09:50:00+00:00,2025-11-15T10:12:00+00:00,0.830000
EVITDLAC005,2025-11-15T04:06:00+00:00,2025-11-15T05:14:00+00:00,1.620000
EVITDLDC010,2025-11-14T22:31:00+00:00,2025-11-14T23:38:00+00:00,4.000000
EVITDLAC005,2025-11-14T20:42:00+00:00,2025-11-14T20:57:00+00:00,0.780000
EVITDLDC003,2025-11-14T18:46:00+00:00,2025-11-14T19:54:00+00:00,6.020000
EVITDLAC009,2025-11-14T16:50:00+00:00,2025-11-14T16:52:00+00:00,0.040000
EVITDLAC009,2025-11-14T16:46:00+00:00,2025-11-14T16:47:00+00:00,0.070000
EVITDLAC009,2025-11-14T16:43:00+00:00,2025-11-14T16:45:00+00:00,0.060000
EVITDLDC004,2025-11-13T23:31:00+00:00,2025-11-13T23:49:00+00:00,0.200000
EVITDLDC004,2025-11-13T22:45:00+00:00,2025-11-13T23:10:00+00:00,0.390000
EVITDLAC005,2025-11-13T22:27:00+00:00,2025-11-13T23:20:00+00:00,2.700000
EVITDLAC008,2025-11-13T20:05:00+00:00,2025-11-13T20:40:00+00:00,1.290000
EVITDLDC004,2025-11-13T19:27:00+00:00,2025-11-13T20:06:00+00:00,1.500000
EVITDLDC003,2025-11-13T18:49:00+00:00,2025-11-13T19:15:00+00:00,5.900000
EVITDLAC004,2025-11-13T18:47:00+00:00,2025-11-13T19:04:00+00:00,0.760000
EVITDLDC004,2025-11-13T18:15:00+00:00,2025-11-13T19:25:00+00:00,1.290000
EVITDLDC003,2025-11-13T16:47:00+00:00,2025-11-13T17:19:00+00:00,9.650000
EVITDLDC005,2025-11-13T16:03:00+00:00,2025-11-13T17:53:00+00:00,48.460000
EVITDLDC003,2025-11-13T13:59:00+00:00,2025-11-13T16:22:00+00:00,14.440000
EVITDLAC005,2025-11-13T11:45:00+00:00,2025-11-13T12:07:00+00:00,0.830000
EVITDLAC005,2025-11-13T11:27:00+00:00,2025-11-13T11:42:00+00:00,0.540000
EVITDLDC003,2025-11-13T11:17:00+00:00,2025-11-13T12:43:00+00:00,9.370000
EVITDLAC005,2025-11-13T10:11:00+00:00,2025-11-13T11:35:00+00:00,3.340000
EVITDLDC004,2025-11-12T21:12:00+00:00,2025-11-12T21:40:00+00:00,0.830000
EVITDLDC004,2025-11-12T20:47:00+00:00,2025-11-12T21:06:00+00:00,0.410000
EVITDLDC004,2025-11-12T19:36:00+00:00,2025-11-12T20:01:00+00:00,0.680000
EVITDLDC003,2025-11-12T19:05:00+00:00,2025-11-12T19:21:00+00:00,3.410000
EVITDLDC004,2025-11-12T16:42:00+00:00,2025-11-12T19:09:00+00:00,0.360000
EVITDLAC005,2025-11-12T12:00:00+00:00,2025-11-12T12:26:00+00:00,0.960000
EVITDLAC004,2025-11-12T08:10:00+00:00,2025-11-12T08:17:00+00:00,0.240000
EVITDLAC008,2025-11-11T23:39:00+00:00,2025-11-12T00:08:00+00:00,1.060000
EVITDLAC004,2025-11-11T22:34:00+00:00,2025-11-11T22:35:00+00:00,0.020000
EVITDLAC008,2025-11-11T22:26:00+00:00,2025-11-11T23:03:00+00:00,1.470000
EVITDLDC010,2025-11-11T22:22:00+00:00,2025-11-11T23:02:00+00:00,2.210000
EVITDLAC008,2025-11-11T22:01:00+00:00,2025-11-11T22:19:00+00:00,0.790000
EVITDLDC010,2025-11-11T21:27:00+00:00,2025-11-11T21:56:00+00:00,2.430000
EVITDLAC005,2025-11-11T21:15:00+00:00,2025-11-11T21:43:00+00:00,1.370000
EVITDLAC004,2025-11-11T21:03:00+00:00,2025-11-11T22:28:00+00:00,3.780000
EVITDLAC005,2025-11-11T19:00:00+00:00,2025-11-11T19:36:00+00:00,1.650000
EVITDLAC005,2025-11-11T18:05:00+00:00,2025-11-11T18:35:00+00:00,1.350000
EVITDLDC009,2025-11-11T17:21:00+00:00,2025-11-11T17:45:00+00:00,9.190000
EVITDLDC009,2025-11-11T11:51:00+00:00,2025-11-11T12:44:00+00:00,17.860000
EVITDLDC003,2025-11-11T11:40:00+00:00,2025-11-11T12:34:00+00:00,16.970000
EVITDLAC008,2025-11-11T00:45:00+00:00,2025-11-11T04:16:00+00:00,9.270000
EVITDLDC004,2025-11-10T23:52:00+00:00,2025-11-11T00:35:00+00:00,0.960000
EVITDLAC005,2025-11-10T21:39:00+00:00,2025-11-10T22:20:00+00:00,1.500000
EVITDLAC008,2025-11-10T21:22:00+00:00,2025-11-10T21:56:00+00:00,1.720000
EVITDLDC004,2025-11-10T20:46:00+00:00,2025-11-10T21:31:00+00:00,2.110000
EVITDLDC004,2025-11-10T19:35:00+00:00,2025-11-10T20:17:00+00:00,1.210000
EVITDLAC004,2025-11-10T19:31:00+00:00,2025-11-10T20:15:00+00:00,1.980000
EVITDLAC005,2025-11-10T19:03:00+00:00,2025-11-10T19:34:00+00:00,1.160000
EVITDLAC008,2025-11-10T18:24:00+00:00,2025-11-10T18:56:00+00:00,1.590000
EVITDLAC005,2025-11-10T17:36:00+00:00,2025-11-10T18:50:00+00:00,2.870000
EVITDLDC005,2025-11-10T13:30:00+00:00,2025-11-10T14:41:00+00:00,18.570000
EVITDLAC008,2025-11-10T12:50:00+00:00,2025-11-10T14:00:00+00:00,0.830000
EVITDLAC004,2025-11-10T11:44:00+00:00,2025-11-10T13:00:00+00:00,1.730000
EVITDLDC003,2025-11-10T08:38:00+00:00,2025-11-10T09:46:00+00:00,13.230000
EVITDLDC009,2025-11-09T21:15:00+00:00,2025-11-09T21:40:00+00:00,8.860000
EVITDLDC003,2025-11-09T19:19:00+00:00,2025-11-09T20:11:00+00:00,25.440000
EVITDLDC003,2025-11-09T18:35:00+00:00,2025-11-09T19:06:00+00:00,6.740000
EVITDLDC003,2025-11-09T16:15:00+00:00,2025-11-09T16:50:00+00:00,7.890000
EVITDLDC003,2025-11-09T13:19:00+00:00,2025-11-09T13:25:00+00:00,3.020000
EVITDLDC003,2025-11-09T12:43:00+00:00,2025-11-09T13:15:00+00:00,15.290000
EVITDLAC005,2025-11-09T05:10:00+00:00,2025-11-09T06:05:00+00:00,1.060000
EVITDLAC008,2025-11-08T22:48:00+00:00,2025-11-08T23:21:00+00:00,1.530000
EVITDLAC005,2025-11-08T22:38:00+00:00,2025-11-08T23:16:00+00:00,1.760000
EVITDLDC004,2025-11-08T20:48:00+00:00,2025-11-10T19:34:00+00:00,0.860000
EVITDLAC005,2025-11-08T20:48:00+00:00,2025-11-08T21:40:00+00:00,2.350000
EVITDLAC008,2025-11-08T18:50:00+00:00,2025-11-08T19:08:00+00:00,0.900000
EVITDLDC004,2025-11-08T16:11:00+00:00,2025-11-08T17:18:00+00:00,2.020000
EVITDLAC004,2025-11-08T14:56:00+00:00,2025-11-08T15:03:00+00:00,0.280000
EVITDLDC005,2025-11-07T22:52:00+00:00,2025-11-07T23:25:00+00:00,13.870000
EVITDLAC004,2025-11-07T20:42:00+00:00,2025-11-07T21:04:00+00:00,1.140000
EVITDLDC003,2025-11-07T19:21:00+00:00,2025-11-07T19:36:00+00:00,2.870000
EVITDLAC005,2025-11-07T17:55:00+00:00,2025-11-07T18:51:00+00:00,2.330000
EVITDLDC005,2025-11-07T15:37:00+00:00,2025-11-07T15:38:00+00:00,0.090000
EVITDLDC004,2025-11-07T14:14:00+00:00,2025-11-07T14:50:00+00:00,1.230000
EVITDLDC010,2025-11-07T13:47:00+00:00,2025-11-07T14:38:00+00:00,3.400000
EVITDLDC003,2025-11-07T13:46:00+00:00,2025-11-07T14:08:00+00:00,10.730000
EVITDLDC005,2025-11-07T13:21:00+00:00,2025-11-07T14:21:00+00:00,16.130000
EVITDLDC004,2025-11-07T10:07:00+00:00,2025-11-07T10:24:00+00:00,0.150000
EVITDLAC008,2025-11-06T23:14:00+00:00,2025-11-06T23:21:00+00:00,0.290000
EVITDLDC004,2025-11-06T22:29:00+00:00,2025-11-06T23:13:00+00:00,1.680000
EVITDLAC008,2025-11-06T22:09:00+00:00,2025-11-06T22:53:00+00:00,2.130000
EVITDLDC004,2025-11-06T21:55:00+00:00,2025-11-06T22:25:00+00:00,0.850000
EVITDLAC008,2025-11-06T21:44:00+00:00,2025-11-06T22:01:00+00:00,0.840000
EVITDLAC004,2025-11-06T21:05:00+00:00,2025-11-06T21:29:00+00:00,1.230000
EVITDLDC004,2025-11-06T19:45:00+00:00,2025-11-06T21:40:00+00:00,4.130000
EVITDLDC003,2025-11-06T18:44:00+00:00,2025-11-06T19:47:00+00:00,6.910000
EVITDLDC004,2025-11-06T17:25:00+00:00,2025-11-06T17:44:00+00:00,0.730000
EVITDLDC004,2025-11-06T15:58:00+00:00,2025-11-06T16:30:00+00:00,1.490000
EVITDLDC005,2025-11-06T15:31:00+00:00,2025-11-06T16:47:00+00:00,12.870000
EVITDLAC005,2025-11-06T15:21:00+00:00,2025-11-06T15:45:00+00:00,1.130000
EVITDLAC005,2025-11-06T14:09:00+00:00,2025-11-06T14:35:00+00:00,1.230000
EVITDLDC004,2025-11-06T13:54:00+00:00,2025-11-06T14:46:00+00:00,1.660000
EVITDLDC005,2025-11-06T10:37:00+00:00,2025-11-06T12:00:00+00:00,17.810000
EVITDLDC003,2025-11-05T18:52:00+00:00,2025-11-05T19:35:00+00:00,5.860000
EVITDLAC008,2025-11-05T12:12:00+00:00,2025-11-05T13:02:00+00:00,1.660000
EVITDLAC008,2025-11-05T11:30:00+00:00,2025-11-05T11:52:00+00:00,0.840000
EVITDLAC005,2025-11-05T05:37:00+00:00,2025-11-05T06:23:00+00:00,1.340000
EVITDLAC005,2025-11-04T22:01:00+00:00,2025-11-04T22:30:00+00:00,1.340000
EVITDLAC005,2025-11-04T21:26:00+00:00,2025-11-04T22:16:00+00:00,2.190000
EVITDLDC004,2025-11-04T21:03:00+00:00,2025-11-04T22:15:00+00:00,3.450000
EVITDLAC005,2025-11-04T20:46:00+00:00,2025-11-04T21:03:00+00:00,0.720000
EVITDLAC005,2025-11-04T19:53:00+00:00,2025-11-04T20:45:00+00:00,2.300000
EVITDLAC008,2025-11-04T19:10:00+00:00,2025-11-04T19:44:00+00:00,1.740000
EVITDLDC003,2025-11-04T19:01:00+00:00,2025-11-04T19:17:00+00:00,3.490000
EVITDLDC003,2025-11-04T14:51:00+00:00,2025-11-04T15:13:00+00:00,6.200000
EVITDLDC003,2025-11-04T14:43:00+00:00,2025-11-04T14:46:00+00:00,0.420000
EVITDLDC005,2025-11-04T14:31:00+00:00,2025-11-04T14:33:00+00:00,0.180000
EVITDLAC008,2025-11-04T14:18:00+00:00,2025-11-04T14:44:00+00:00,1.030000
EVITDLDC005,2025-11-04T12:21:00+00:00,2025-11-04T14:12:00+00:00,23.480000
EVITDLDC003,2025-11-04T01:54:00+00:00,2025-11-04T02:12:00+00:00,8.540000
EVITDLDC005,2025-11-03T21:37:00+00:00,2025-11-03T22:21:00+00:00,10.270000
EVITDLAC005,2025-11-03T19:55:00+00:00,2025-11-03T20:18:00+00:00,0.960000
EVITDLAC008,2025-11-03T19:25:00+00:00,2025-11-03T20:01:00+00:00,1.420000
EVITDLDC009,2025-11-03T18:21:00+00:00,2025-11-03T18:58:00+00:00,10.830000
EVITDLAC008,2025-11-03T17:48:00+00:00,2025-11-03T19:03:00+00:00,2.910000
EVITDLDC005,2025-11-03T15:41:00+00:00,2025-11-03T15:53:00+00:00,5.740000
EVITDLDC010,2025-11-03T15:30:00+00:00,2025-11-03T16:05:00+00:00,2.510000
EVITDLDC010,2025-11-03T15:12:00+00:00,2025-11-03T15:18:00+00:00,0.400000
EVITDLDC004,2025-11-03T14:51:00+00:00,2025-11-04T16:09:00+00:00,1.900000
EVITDLAC008,2025-11-03T12:55:00+00:00,2025-11-03T13:15:00+00:00,0.740000
EVITDLDC010,2025-11-03T12:13:00+00:00,2025-11-03T12:36:00+00:00,1.550000
EVITDLDC004,2025-11-03T09:57:00+00:00,2025-11-03T11:10:00+00:00,2.170000
EVITDLDC009,2025-11-02T22:32:00+00:00,2025-11-03T00:04:00+00:00,42.250000
EVITDLDC003,2025-11-02T18:16:00+00:00,2025-11-02T19:11:00+00:00,8.410000
EVITDLAC008,2025-11-02T15:36:00+00:00,2025-11-02T16:30:00+00:00,2.850000
EVITDLDC009,2025-11-02T14:07:00+00:00,2025-11-02T14:37:00+00:00,8.890000
EVITDLDC010,2025-11-01T20:55:00+00:00,2025-11-01T21:31:00+00:00,2.460000
EVITDLDC009,2025-11-01T20:38:00+00:00,2025-11-01T21:05:00+00:00,5.330000
EVITDLAC005,2025-11-01T19:10:00+00:00,2025-11-01T20:42:00+00:00,3.950000
EVITDLDC003,2025-11-01T18:10:00+00:00,2025-11-01T18:58:00+00:00,6.650000
EVITDLDC005,2025-11-01T15:33:00+00:00,2025-11-01T16:58:00+00:00,20.680000
EVITDLDC005,2025-11-01T13:05:00+00:00,2025-11-01T14:43:00+00:00,17.000000
